wrapper  | OpenSCManager failed - Access is denied. (0x5)
jvm 1    | 2015-07-09 11:33:19,769+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.ValidationErrorsExceptionMapper
jvm 1    | 2015-07-09 11:33:19,770+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.WebApplicationExceptionMapper
jvm 1    | 2015-07-09 11:33:19,771+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.plugins.siesta.SiestaModule -   org.sonatype.sisu.siesta.server.internal.mappers.WebApplicationMessageExceptionMapper
jvm 1    | 2015-07-09 11:33:19,795+0530 INFO  [pxpool-1-thread-1] *SYSTEM org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository public
jvm 1    | 2015-07-09 11:33:20,409+0530 INFO  [pxpool-1-thread-1] *SYSTEM org.sonatype.nexus.index.tasks.UpdateIndexTask - Scheduled task (UpdateIndexTask) finished :: Updating repository index "Public Repositories" from path null and below. (started 2015-07-09T11:33:10+05:30, runtime 0:00:10.148)
jvm 1    | 2015-07-09 11:33:20,765+0530 INFO  [pxpool-1-thread-1] *SYSTEM org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration due to changes in [Scheduled Tasks] made by *TASK...
jvm 1    | 2015-07-09 11:33:22,294+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.webresources.internal.WebResourceServiceImpl - Discovered 1973 resources
jvm 1    | 2015-07-09 11:33:22,296+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.webresources.internal.WebResourceServlet - Max-age: 30 days (2592000 seconds)
jvm 1    | 2015-07-09 11:33:22,456+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.bootstrap.jetty.InstrumentedSelectChannelConnector - Metrics enabled
jvm 1    | 2015-07-09 11:33:22,744+0530 INFO  [jetty-main-1] *SYSTEM org.eclipse.jetty.server.AbstractConnector - Started InstrumentedSelectChannelConnector@0.0.0.0:8081
jvm 1    | 2015-07-09 11:33:22,745+0530 INFO  [jetty-main-1] *SYSTEM org.sonatype.nexus.bootstrap.jetty.JettyServer - Running
jvm 1    | 2015-07-09 11:33:22,784+0530 INFO  [WrapperListener_start_runner] *SYSTEM org.sonatype.nexus.bootstrap.jetty.JettyServer - Started
jvm 1    | 2015-07-09 11:34:29,776+0530 INFO  [qtp601342930-54] *SYSTEM org.apache.shiro.nexus5727.FixedDefaultWebSessionManager - Global session timeout: 1800000 ms
jvm 1    | 2015-07-09 11:34:29,779+0530 INFO  [qtp601342930-54] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Enabling session validation scheduler...
jvm 1    | 2015-07-09 11:34:29,897+0530 INFO  [qtp601342930-54] *UNKNOWN org.sonatype.nexus.velocity.VelocityEngineProvider - Creating Nexus VelocityEngine
jvm 1    | 2015-07-09 11:34:40,999+0530 INFO  [qtp601342930-52] *UNKNOWN org.sonatype.security.model.source.FileModelConfigurationSource - Loading security configuration from: D:\Softwares\nexus-2.11.2-06-bundle\nexus-2.11.2-06\..\sonatype-work\nexus\conf\security.xml
jvm 1    | 2015-07-09 11:34:41,372+0530 INFO  [qtp601342930-57] *UNKNOWN /nexus - nexus: [Noelios Restlet Engine] - Attaching application: org.sonatype.nexus.rest.NexusApplication@3801ffe4 to URI: /nexus/service/local
jvm 1    | 2015-07-09 11:34:42,374+0530 INFO  [qtp601342930-57] anonymous com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-07-09 11:34:42,422+0530 INFO  [qtp601342930-54] anonymous com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-07-09 11:34:56,787+0530 INFO  [qtp601342930-54] *UNKNOWN org.apache.shiro.cache.ehcache.EhCacheManager - Using existing EHCache named [shiro-activeSessionCache]
jvm 1    | 2015-07-09 11:34:57,692+0530 INFO  [qtp601342930-56] admin com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-07-09 11:34:57,786+0530 INFO  [qtp601342930-57] admin com.sonatype.nexus.plugins.outreach.internal.outreach.SonatypeOutreach - Could not download page bundle
jvm 1    | java.net.UnknownHostException: links.sonatype.com
jvm 1    | 2015-07-09 11:35:25,402+0530 INFO  [proxy-3-thread-1] admin org.sonatype.nexus.proxy.storage.remote.httpclient.HttpClientRemoteStorage - Initializing remote transport for proxy repository "Codehaus Snapshots" [id=codehaus-snapshots]...
jvm 1    | 2015-07-09 11:35:25,409+0530 INFO  [proxy-3-thread-3] admin org.sonatype.nexus.proxy.storage.remote.httpclient.HttpClientRemoteStorage - Initializing remote transport for proxy repository "Central" [id=central]...
jvm 1    | 2015-07-09 11:35:25,409+0530 INFO  [proxy-3-thread-2] admin org.sonatype.nexus.proxy.storage.remote.httpclient.HttpClientRemoteStorage - Initializing remote transport for proxy repository "Apache Snapshots" [id=apache-snapshots]...
jvm 1    | 2015-07-09 11:35:25,483+0530 WARN  [proxy-3-thread-1] admin org.sonatype.nexus.proxy.maven.maven2.M2Repository - Remote peer of proxy repository "Codehaus Snapshots" [id=codehaus-snapshots] threw a org.sonatype.nexus.proxy.RemoteStorageException exception. Connection/transport problems occured while connecting to remote peer of the repository. Auto-blocking this repository to prevent further connection-leaks and known-to-fail outbound connections until administrator fixes the problems, or Nexus detects remote repository as healthy. - Cause(s): Transport error while executing GET method [repositoryId="codehaus-snapshots", requestPath="/", remoteUrl="https://nexus.codehaus.org/snapshots/"] > nexus.codehaus.org
jvm 1    | 2015-07-09 11:35:25,483+0530 WARN  [proxy-3-thread-2] admin org.sonatype.nexus.proxy.maven.maven2.M2Repository - Remote peer of proxy repository "Apache Snapshots" [id=apache-snapshots] threw a org.sonatype.nexus.proxy.RemoteStorageException exception. Connection/transport problems occured while connecting to remote peer of the repository. Auto-blocking this repository to prevent further connection-leaks and known-to-fail outbound connections until administrator fixes the problems, or Nexus detects remote repository as healthy. - Cause(s): Transport error while executing GET method [repositoryId="apache-snapshots", requestPath="/", remoteUrl="https://repository.apache.org/snapshots/"] > repository.apache.org
jvm 1    | 2015-07-09 11:35:25,503+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 40 seconds.
jvm 1    | 2015-07-09 11:35:25,506+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 40 seconds.
jvm 1    | 2015-07-09 11:35:25,519+0530 WARN  [qtp601342930-57] admin java.util.prefs - Could not open/create prefs root node Software\JavaSoft\Prefs at root 0x80000002. Windows RegCreateKeyEx(...) returned error code 5.
jvm 1    | 2015-07-09 11:35:27,707+0530 WARN  [proxy-3-thread-3] admin org.sonatype.nexus.proxy.maven.maven2.M2Repository - Remote peer of proxy repository "Central" [id=central] threw a org.sonatype.nexus.proxy.RemoteStorageException exception. Connection/transport problems occured while connecting to remote peer of the repository. Auto-blocking this repository to prevent further connection-leaks and known-to-fail outbound connections until administrator fixes the problems, or Nexus detects remote repository as healthy. - Cause(s): Transport error while executing GET method [repositoryId="central", requestPath="/", remoteUrl="https://repo1.maven.org/maven2/"] > repo1.maven.org
jvm 1    | 2015-07-09 11:35:27,708+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 40 seconds.
jvm 1    | 2015-07-09 11:36:05,504+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 1 minute 20 seconds.
jvm 1    | 2015-07-09 11:36:05,509+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 1 minute 20 seconds.
jvm 1    | 2015-07-09 11:36:07,709+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 1 minute 20 seconds.
jvm 1    | 2015-07-09 11:37:25,507+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 2 minutes.
jvm 1    | 2015-07-09 11:37:25,514+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 2 minutes.
jvm 1    | 2015-07-09 11:37:27,710+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 2 minutes.
jvm 1    | 2015-07-09 11:39:25,510+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 3 minutes 20 seconds.
jvm 1    | 2015-07-09 11:39:25,516+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 3 minutes 20 seconds.
jvm 1    | 2015-07-09 11:39:27,712+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 3 minutes 20 seconds.
jvm 1    | 2015-07-09 11:42:45,513+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 5 minutes 20 seconds.
jvm 1    | 2015-07-09 11:42:45,520+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 5 minutes 20 seconds.
jvm 1    | 2015-07-09 11:42:47,714+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 5 minutes 20 seconds.
jvm 1    | 2015-07-09 11:48:05,518+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 8 minutes 40 seconds.
jvm 1    | 2015-07-09 11:48:05,524+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 8 minutes 40 seconds.
jvm 1    | 2015-07-09 11:48:07,753+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 8 minutes 40 seconds.
jvm 1    | 2015-07-09 11:56:46,823+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 14 minutes.
jvm 1    | 2015-07-09 11:56:46,831+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 14 minutes.
jvm 1    | 2015-07-09 11:56:47,755+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 14 minutes.
jvm 1    | 2015-07-09 12:25:36,528+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 22 minutes 40 seconds.
jvm 1    | 2015-07-09 12:25:40,060+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 22 minutes 40 seconds.
jvm 1    | 2015-07-09 12:25:40,061+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 22 minutes 40 seconds.
jvm 1    | 2015-07-09 12:34:30,494+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-07-09 12:34:31,169+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  [1] sessions were stopped.
jvm 1    | 2015-07-09 12:48:16,528+0530 INFO  [RepositoryStatusChecker-codehaus-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-codehaus-snapshots - Next attempt to auto-unblock the "Codehaus Snapshots" (id=codehaus-snapshots) repository by checking its remote peer health will occur in 36 minutes 40 seconds.
jvm 1    | 2015-07-09 12:48:20,176+0530 INFO  [RepositoryStatusChecker-central] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-central - Next attempt to auto-unblock the "Central" (id=central) repository by checking its remote peer health will occur in 36 minutes 40 seconds.
jvm 1    | 2015-07-09 12:48:20,194+0530 INFO  [RepositoryStatusChecker-apache-snapshots] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository-apache-snapshots - Next attempt to auto-unblock the "Apache Snapshots" (id=apache-snapshots) repository by checking its remote peer health will occur in 36 minutes 40 seconds.
jvm 1    | 2015-07-09 12:48:32,817+0530 WARN  [proxy-3-thread-16] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository - Remote peer of proxy repository "Central" [id=central] detected as healthy, un-blocking the proxy repository (it was AutoBlocked by Nexus).
jvm 1    | 2015-07-09 12:48:32,817+0530 WARN  [proxy-3-thread-15] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository - Remote peer of proxy repository "Codehaus Snapshots" [id=codehaus-snapshots] detected as healthy, un-blocking the proxy repository (it was AutoBlocked by Nexus).
jvm 1    | 2015-07-09 12:48:32,817+0530 WARN  [proxy-3-thread-17] *SYSTEM org.sonatype.nexus.proxy.maven.maven2.M2Repository - Remote peer of proxy repository "Apache Snapshots" [id=apache-snapshots] detected as healthy, un-blocking the proxy repository (it was AutoBlocked by Nexus).
jvm 1    | 2015-07-09 14:06:02,525+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-07-09 14:06:02,940+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-07-09 14:06:26,341+0530 WARN  [ar-4-thread-3] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.RemoteContentDiscovererImpl - Remote strategy prefix-file error on M2Repository(id=codehaus-snapshots): java.net.UnknownHostException: nexus.codehaus.org
jvm 1    | 2015-07-09 14:06:26,341+0530 WARN  [ar-4-thread-2] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.RemoteContentDiscovererImpl - Remote strategy prefix-file error on M2Repository(id=apache-snapshots): java.net.UnknownHostException: repository.apache.org
jvm 1    | 2015-07-09 14:06:35,360+0530 WARN  [ar-4-thread-4] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.RemoteContentDiscovererImpl - Remote strategy prefix-file error on M2Repository(id=central): java.net.UnknownHostException: repo1.maven.org
jvm 1    | 2015-07-09 14:33:26,122+0530 INFO  [ar-4-thread-5] *SYSTEM org.sonatype.nexus.proxy.maven.routing.internal.ManagerImpl - Updated and published prefix file of "Public Repositories" [id=public]
jvm 1    | 2015-07-09 14:34:32,058+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-07-09 14:34:32,080+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-07-09 15:34:32,100+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-07-09 15:34:32,549+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-07-09 16:34:32,420+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-07-09 16:34:32,867+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
jvm 1    | 2015-07-09 17:34:32,391+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Validating all active sessions...
jvm 1    | 2015-07-09 17:34:32,408+0530 INFO  [Thread-20] *SYSTEM org.apache.shiro.session.mgt.AbstractValidatingSessionManager - Finished session validation.  No sessions were stopped.
